id,dutch_text,label,text
116953, Blijf je lang vanavond? ,0,Are you staying long tonight?
116954, Niks vertellen. Waarschijnlijk komt hij vanavond na de activiteit pas thuis ,0,Probably won't be home till tonight after the activity.
116955,Vrijdag zaterdag maandag dinsdag carnaval,1,Friday Saturday Monday Tuesday Carnival
116956, Ben er over half uurtje. Ongeveer ,0,I'll be there in half an hour.
116957,.*    * .    . *    *.*          *          * * .    🌹       .*    * .          .*         * . *Stuur dit hartje naar alle mensen die je een warm hart toedraagt in [REMOVED]. Je gaat vanavond goed nieuws krijgen als je [REMOVED] hartjes terug krijgt! 😘❤❤❤,0,* * * * * * * * *... * * *.. * * * * * * Send this heart to all the people you love in [REMOVED]. You're going to get good news tonight when you get [REMOVED] hearts back!
116958, Nog een uurtje en dan de trein in ,1,Another hour and then on the train
116959,"Als ik pfeiffer heb, hoor ik t morgen, anders moet ik dinsdag bellen voor de uitslagen",0,"If I have pfeiffer, I'll hear it tomorrow, otherwise I'll have to call Tuesday for the results."
116960,Zullen we het dan deze week uitprinten?,0,Then why don't we print it out this week?
116961,Of het essay moet zwaar tegenvallen,0,Unless the essay's a bitch.
116962,Ik ben zo dom geweest om m'n fiets op [REMOVED] te zetten terwijl ik morgen vanaf [REMOVED] naar De [REMOVED] kom dus ik had hem bij [REMOVED] willen zetten...,1,I've been so stupid to put my bike on [REMOVED] while I come from [REMOVED] to The [REMOVED] tomorrow so I would have put it at [REMOVED]...
116963,Ojaa ik stuur hem nu door,0,"Oh, yeah, I'm sending him over now."
116964,Heyy maakt nie uit.. mooi dat ie is overgehuisd.. zeg jij maar wanneer je kunt/wilt want ik kan licht.. ,0,"Hey, it doesn't matter... nice that he moved over... you tell me when you can/will because I can light..."
116965,Ben er waarschijnlijk iets later dan half elf,1,Probably a little later than 10:30.
116966,Kunnen we niet 's middags eraan werken?,1,Can't we work on it in the afternoon?
116967,Zeg gewoon waar ik over twijfel en dan moet het goed komen...,0,"Just tell me what I'm having second thoughts about, and then it's gonna have to be okay..."
116968,"""dat loop IK al sinds vorige week te zeggen""",0,"""I've been saying that since last week"""
116969,"Het eerste woord wat in me opkomt als ik lees wat er op de site van Radio Markant staat is; gerechtigheid. Want wat Menke en [REMOVED] Groenewegen samen met hun dochter [REMOVED] en haar vriendin [REMOVED] ons, het team van de MC Donald’s in [REMOVED] en [REMOVED] heeft geflikt is op zijn minst misselijkmakend.",0,"The first word that pops into my mind when I read what is on the website of Radio Markant; justice. For what Menke and [REMOVED] Groenewegen and their daughter [REMOVED] and her girlfriend [REMOVED] did to us, the team of the MC Donalds in [REMOVED] and [REMOVED] is at least nauseating."
116970,Dus ik weet niet hoelaat ik dan thuis ben,1,So I don't know what time I'll be home.
116971,Hoe laat ga je weer weh?,0,What time are you going weh again?
116972,Moet ik met haar mee heen rijden of kan pap/mam me bij het busstation komen halen?,1,Should I drive with her or can Dad/Mom pick me up at the bus station?
116973, Merken het van de week wel ,0,Find out about the week
116974, Je mag wel blijven slapen vanavond ,1,You can sleep over tonight.
116975,Mag ik dan een andere dag langskomen voor je verjaardag?,1,Then can I come by another day for your birthday?
116976,Dus als ik zin heb dan doe ik dat morgen en dan stuur ik het je,0,"So if I feel like it, I'll do it tomorrow and I'll send it to you."
116977,"Nee eum, als je daar rechts gaat (waar ik dus heen ging), heb je op een gegeven moment een parkeerplaatsje rechts",0,"No um, if you go right there (where I went), at some point you have a parking space on the right"
116978,Haha weet ik maar dit is mijn laatste poging om je toch nog mee te krijgen,0,"Haha, I know, but this is my last attempt at getting you out of here."
116979,(doelend op koen natuurlijk :( ),0,(meaning of course: ( )
116980,Ik heb echt zin in volgend jaar,0,I'm really looking forward to next year.
116981,Was je weer ziek vandaag,0,Were you sick again today?
116982,Haha en dan om acht uur 'snachts met je slappe zaadlul tegen het schaambeen van bejaarde lopen butsen terwijl je de volgende dag gwn naar school moet,0,Haha and then at eight o'clock at night with your weak cum dick on the pubic bone of the elderly while you have to go to school the next day
116983,Ja tuurlijk man,0,"Yeah, sure, man."
116984, Klote avond ,0,Fucking night.
116985,Is die opdracht vast voor volgende week ofzo,0,Is that assignment for next week or something?
116986,Wanneer gaat ze nou fietsen?,0,When's she gonna ride a bike?
116987,Hoe laat ben je hier,0,What time are you here?
116988,Want donderdag is mitchel er ook:p,1,"'Cause Thursday's mitchel's gonna be there, too:p"
116989,Dat wou ik ook zien,0,That's what I wanted to see.
116990, Hoe laat ben je morgen terug denk je? ,1,What time do you think you'll be back tomorrow?
116991, Ben ingepland om morgen te werken ,0,Scheduled to work tomorrow
116992,Haha ja ik weet nog dat ik dat zei maar wanneer... Sowieso meer dan [REMOVED] maand geleden,0,"Yeah, I remember saying that but when... Anyway more than [REMOVED] month ago"
116993, Ga je ook naar ouderdag? 😁 ,1,Are you going to Parent's Day?
116994,[REMOVED]! Wat zullen we afspreken voor zaterdag?,1,[REMOVED]! What should we get together for Saturday?
116995,Waar over,0,About what?
116996,"Ja goed, ik begin donderdagavond in de tempelier op 'proef' ",1,"Yeah, well, I'll start Thursday night at the Templar on ""Taste."""
116997, Morgen misschien weer 😇 ,0,Maybe tomorrow we'll have another one.
116998,"Misschien, als 'ie de volgendekeer wel goed warm wordt kan je er een handdoek omheen doet die nog lekker naar 'ik kom uit de was' ruikt om de geur te onderdrukken",0,"Maybe if 'it gets warm the next time, you can put a towel around it that still smells like 'I'm coming out of laundry' to suppress the smell."
116999,"Jij bent morgen, woensdag, toch te eerste vrij fnie?",0,"You're tomorrow, Wednesday, aren't you the first free fnie?"
117000, Ga jij nog iets doen? Of ben je saai vanavond? ,0,Are you gonna do anything or are you boring tonight?
117001,Oja das waar.. Dat dr ouders gescheiden zijn was ik al helemaal vergeten,0,"Oh, yeah, that's right... that Dr. Parents are divorced, I totally forgot."
117002,Ik probeer muziek te vinden die past bij een scène voor m'n audities.... De bovenbuurman zingt erdoorheen.,0,I'm trying to find music that fits a scene for my auditions... the upstairs neighbor sings through it.
117003,"Ik heb alleen bericht gehad van je appje vanochtend, gister middag bleef m'n telefoon stil",0,"I just got a message from your app this morning. Yesterday afternoon, my phone stayed quiet."
117004,maakt mij nie uit.. uurtje of [REMOVED]/elf uur?,1,Doesn't matter to me... hour or [REMOVED]/elf hour?
117005,Haha is goed hoor ik kom vnmiddag wel een keer,1,Haha's okay. I'll come before noon sometime.
117006,Van het station,0,From the station
117007,En dacht ook aan heg boekenweekgeschenk en het verdwijnen van se komma,0,And also thought of hedge book week gift and the disappearance of semicolon
117008,Hoe laat stop jij met werken? Dan ga ik gewoon daarna pas in het excelbestand zetten wat ik gedaan heb,0,What time are you gonna stop working? Then I'm just gonna put what I did in the excel file after that.
117009,Heb je lange dag vandaag trouwens? Of alweer thuis ofzo?,0,"Do you have a long day today, by the way, or home again or something?"
117010,Wat een lange dag zeg,0,What a long day.
117011, Vet zuur ,0,Fat acid
117012,Het is ook nog geen pasen. Ga je vanavond naar abba?,1,It's not an Easter either.
117013,Kunnen jullie vanavond misschien de statafel meenemen?,1,Can you guys take the stand with you tonight?
117014,Waar hoorde [REMOVED] dan bij centralen of geallieerden,0,Where did [REMOVED] belong then to central units or allies
117015,"Je ziet het niet heel goed, maar mijn aankopen van vandaag;)",0,"You don't see it very well, but my purchases today;)"
117016,Laat morgen wel zien,0,Show me tomorrow.
117017, Kom jij nog naar de openingsmarkt? ,1,Are you still coming to the opening market?
117018,ga nu sandbagnests plaatsen,0,go put sandbagnests now
117019, Laat je straks wel weten wat ik doe ,0,Let you know what I'm doing later.
117020,Hee  ik heb het gevraagd en we zouden graag soep bij jullie komen eten:) is zondag goed? Knuffels,1,Hey I asked and we would like to come to your soup:) is Sunday okay? Cuddles
117021,Hoe ga jij naar saar er gaan toch geen bussen vanaf het station?,0,How are you gonna get fucked up? There's no buses from the station.
117022, Jaa tuurlijk wil ik dat ,0,"Yes, of course I do."
117023,Aan de ene kant vind ik het heel lullig voor de organisaties die komen morgen maaar aan de andere kant vind ik de demonstratie ook belangrijk,1,"On the one hand, I find it very ugly for the organizations that are coming tomorrow on the other hand I also think the demonstration is important"
117024,Heb je inmiddels al een outfit voor morgen?,0,Do you have an outfit for tomorrow?
117025,een uur half drie,0,2:30 p.m.
117026, Vind mn structuur niet zo sterk 😂 ,0,Don't find my structure that strong.
117027,Ik lig al een uur wakker,0,I've been up for an hour.
117028,Den..😞 Ik kan niet mee vanavond.. Heb me net ziekgemeld.. I'm sorry.. Veel plezier vanavond!! Denk aan je!!😘 Xx,1,I can't come tonight... Just called in sick.. I'm sorry.. Have fun tonight!! Think of you!!
117029,Ik ben nog ff wat ophalen wat ik vergeten was bij de mac en dan kom ik naar het strand,1,I'm still picking up what I forgot at the mac and then I'll come to the beach.
117030,"Dingen ophangen doe ik half twaalf of later, hangt er vanaf... Mensen zouden me helpen maar nu laat niemand iets van zich horen dus geen idee. Als ik t in mn eentje ga doen, kom ik pas later",1,"I hang things up 11:30 or later, depends on it... People would help me but now nobody's gonna let me know. If I'm gonna do it on my own, I'm not gonna show up until later."
117031," Sorry gister verjaardag van nolan, beetje droeloe ",1,"Sorry yesterday's birthday of nolan, little dreary"
117032,Woensdag en donderdag vrij maar woensdag wel gesprek over whatsapp onderzoek,0,Wednesday and Thursday free but Wednesday we will talk about whatsapp research
117033,"Neen. Toen jullie gingen , zijn sam en kevin ook gegaan. En een half uurtje daarna ben k ook gegaan.",0,"No, when you went, Sam and Kevin went, and half an hour after that, I went."
117034,Kwart over [REMOVED] hè,0,Quarter past [REMOVED] huh?
117035,Ben dinsdagavond bij m'n ouders... En dan donderdagavond pas weer terug,1,I'll be at my parents' house Tuesday night... and then I'll be back Thursday night.
117036,Maar om [REMOVED] is het fucking druk en kan nu samen met bart,1,But to [REMOVED] it is fucking busy and can now together with bart
117037,[REMOVED] jullie zijn echt cute samen,0,[REMOVED] You're really cute together.
117038,"Batt is bijna leeg maar ben zeven uur in nijm, kom wel langs je huis lopen goee",1,"Batt's almost empty, but I'm in the middle of seven hours. Come by your house."
117039,Waar hebben jullie dan gegeten?,0,Where did you guys eat?
117040,Maar ik moet t toch printen voor vrijdag,0,But I still have to print it by Friday
117041,Nee nee ik moet het -eigenlijk- nog inkorten en nalezen en het nog heel interessant maken aangezien het nergens op slaat wat ik heb geschreven,0,"No, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no............"
117042,Parjeerplaats bijna,0,Parjeering site almost
117043,Super kut we gaan nu fucking laat,1,Super cunt we're gonna fucking late
117044,Maar moest even mee.. Vanavond weer in nimma,1,But I had to come... tonight in nymma again.
117045,Zag ik jou nou zondag met jochem appen?,0,Did I see you playing jochem on Sunday?
117046,Ja.. Lekker samen slapen vanavond 😁,0,Yeah... sleep together tonight.
117047,Jaa maar waarop,0,"Yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah... yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah... yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah......... yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah."
117048, Heb een bericht gestuurd naar het bestuur van carolus ;) hopen dat ze het doen ,0,Have sent a message to the board of carolus;) hope they do it
117049,Welke dag is dat,0,What day is that?
117050, Afgezien van je familie haha ,0,Apart from your family haha
117051, Ik ga morgen wel naar statistiek 😩 ,0,I'll go by statistics tomorrow.
117052,Haha een toon laten  zien nog wel?,0,"Show haha a tone, though?"
117053,Deze week,0,This week
117054,Kwart voor [REMOVED],0,Quarter before [REMOVED]
117055,Wat ik nog wou vragen: wat doe je morgenavond?,1,"What I wanted to ask you was, what are you doing tomorrow night?"
117056,Drm stuurde ze bij ons zonder wenkbrauwen denk ik hahaha,0,Drm sent them to us without eyebrows I think hahaha
117057,Zon formulier invullen wat ze ons toen had toegestuurd,0,Fill out the Sun Form she sent us then
117058, Ja was vanochtend niet helemaal helder ,0,You weren't quite clear this morning.
117059,Dat slaat eigenlijk ook nergens op haha,0,That doesn't make any sense either.
117060,"Het is volgens mij echt een leuke kerel, mooi als hij erbij komt! Het is niet alleen aan het bestuur om daarvoor te zorgen, vind dat de jeugd hierin ook een kleine taak heeft",0,"I think he's a really nice guy, great when he joins! It's not just up to the board to take care of that, think that the youth has a small task in this too."
117061,Zullen we dan samen eten woensdag? Met z'n [REMOVED] en?,1,"Why don't we have dinner together on Wednesday, with his [REMOVED] and?"
117062, Hoelaat ga je naar huis? ,1,What time are you going home?
117063,"Ben thuis aan de studie, zie je tijdens college 😉",1,"I'm home to the study, you'll see during college"
117064,Vandaag mondelingen Nederlands. Morgen Vermeer. Nu dom genoeg nog wel op en meer naar [REMOVED] voor college.,1,Today oral Dutch. Tomorrow Vermeer. Now stupidly still up and more to [REMOVED] for college.
117065,"Maar als hij net droog is, laat hem dan nog maar binnen hoor",0,"But if he's just dry, let him in."
117066,WAAROM REAGEERT JE NIET? IK ZIET TOCH BLAUWE VINKJES?!,0,WHY DOESN'T YOU REALIZE? I SEE SOME BLAUWE VINKJES?!
117067,We moeten maar even zien haha,0,We'll just have to see... haha.
117068,Maar het duurt sowieso maar even en het heeft ook niet echt haast,0,"But it's gonna take a while anyway, and it's not really in a hurry, either."
117069,LAAT MAar,0,LET'S LET'S GO. LET'S LET'S LET'S LET'S LET'S LET'S LET'S LET'S LET'S LET'S LET'S LET'S LET'S LET'S LET'S LET'S LET'S LET'S LET'S LET'S LET'S LET'S LET'S LET'S LET'S LET'
117070,Dus miss kunnen we samenfietsen,1,So miss we can bike together
117071,"Ik ga ju naar de uni, als je zin hebt in koffie kwartiertje voor les let me know!",1,"I'll go you to college, if you feel like coffee for 15 minutes for lesson let me know!"
117072,Maar ja.. [REMOVED] avond genoten en de rest...,0,But yes... [REMOVED] evening enjoyed and the rest...
117073,Je muur...,0,Your wall...
117074, Hoe laat anytime? ,1,What time is it?
117075,En nu twijfel ik natuurlijk weer,0,"And now, of course, I'm in doubt again."
117076,Maar daarnaast lijkt t me wel beperkend voor jo,0,"But besides that, I think it's limiting for jo"
117077,Lekker dagje weggeweest met pa?,0,Have a nice day away with Dad?
117078,Hoef dit weekend maar van [REMOVED] tot [REMOVED] te werken,1,Only have to work from [REMOVED] to [REMOVED] this weekend
117079,Hoelaat?,0,What time?
117080, Die laatste is heel vaag ,0,The latter is very vague.
117081, Gegarandeerd lachen echt waar ,0,Guaranteed laughing really true
117082,Nee sorry net morgen moey ik wel eerste uur naar school,0,No. I'm sorry. I'm sorry.
117083,Heb echt geen zin vandaag Mja geld verdienen h,0,Don't feel like making money today.
117084,Waarheen?,0,Where?
117085,Schoenen kopen gaat niet door... Wat is het plan rond [REMOVED]? Is het ver reizen? Is het duur? Hoe laat zouden we terug zijn? Dan wil ik misschien toch wel mee,0,Buying shoes doesn't go on... What's the plan around [REMOVED]? Is it far traveling? Is it expensive? What time would we be back? Then I might want to come along
117086,Waar?,0,Where?
117087,Of ik de auto mee kan nemen vanavond 😘,0,Can I bring the car tonight?
117088,Dan ben je in de buurt 😜,0,Then you're in the neighborhood.
117089,Is wel savonds ofc;),0,Is in the evening ofc;)
117090,Maar hij zei dat je kan komen wanneer je wilt en het duurt tot elf uur,0,But he said you can come anytime you want and it takes until 11:00.
117091,Stuur die blz eens,0,Send me that page.
117092,Kunnen jullie me vanavond ophalen bij maud,1,Can you pick me up at Maud's tonight?
117093,Maar het is bijna het einde van de avond,0,But it's almost the end of the night.
117094,Is goed! Onder de klok in het [REMOVED]? Dan kunnen we even vragen of het bestuurshok vrij is en anders zoeken we gewoon beneden ergens een plekje,1,All right! Under the clock in the [REMOVED]? Then we can ask if the administrative loft is free and otherwise we'll just find a place downstairs somewhere
117095,Ik ben helemaal vergeten je beschermers mee naar den helder te nemen 😱! Had je er haast mee? Want anders neem ik ze volgende week gewoon mee,0,I completely forgot to take your protectors with me to the bright side.
117096, Moet morgen [numerical_value] uur op de soos zijn ,1,Must be on the soos tomorrow [numerical_value]
117097,"Tante maria belde me net trouwens, ome theo heeft nog geen idee hoelaat hij precies in cuijk is, maar ik moest m vrijdag maar bellen en zeggen waar ik precies stond wqnt anders kleine kans dat ik m zag",1,"Aunt Maria just called me, by the way, Uncle Theo has no idea exactly what time he's in cuijk, but I had to call him Friday and tell him exactly where I was standing otherwise small chance I saw him"
117098,En twee weken geleden had ze [REMOVED] zo weinig zuurstof als papa,0,"And two weeks ago, she had [REMOVED] as little oxygen as daddy."
117099,Ik eet bij m'n ouders en zou daarna met Kas boodschappen doen voor familieweekend maar die doet hij nu in z'n eentje,1,"I'd have dinner with my parents and then I'd be shopping with Kas for family weekend, but he's doing it on his own right now."
117100,Maar ze zei dat ze het vandaag af zou hebben,0,But she said she'd finish today.
117101,Ja elke maand [REMOVED] he.,0,Yes every month [REMOVED] hey.
117102,Mijn ouders en broertje komen graag zondag op de thee. Zelf ben ik er vanavond of morgenochtend weer (etentje in [REMOVED] [REMOVED] dus misschien slaap ik bij [REMOVED]),1,My parents and brother like to come for tea on Sunday. I myself will be there tonight or tomorrow morning (dinner in [REMOVED] [REMOVED] so maybe I'll sleep with [REMOVED])
117103,Heb je de auto nog nodig het weekend????,1,Do you still need the car for the weekend????
117104,Jij slaapt er vanavond?,1,You're sleeping there tonight?
117105, Waar ben je eten? ,0,Where are you eating?
117106,Weet ik niet precies. elf uur - half vier?,0,I don't know exactly. 11:30?
117107,"Als het leren een beetje oke gaat kom ik s avonds wel,",1,"When learning a little okay I'll come in the evening,"
117108,Kijken veel vrouwen daarnaar?,0,Do a lot of women watch that?
117109,Eerder is wel leuk maar zeg maar wat jij wil,0,"It's nice before, but you can say whatever you want."
117110,"Heej, ja sorry was op stal en had m niet gehoord. Maandag ging wel prima. Ga morgen naar papa om vrijdagochtend vroeg weer naar de school te gaan.",1,"Hey, yeah sorry was in the stable and hadn't heard it. Monday was fine. Go to Dad's tomorrow morning to go back to the school early Friday morning."
117111, Kom je zo anders even langs? Samen eten? ,1,Why don't you stop by and have dinner?
117112,Vrijdag voor de kwek is er de kwek-prom omdat het evenement al [REMOVED] jaar bestaat,1,Friday before the quack there is the quack-prom because the event already exists [REMOVED] year
117113,Nah beetje natte sneeuw de hele dag,0,Nah little wet snow all day
117114, Hoelaat ben je er dan denk je? ,1,What time do you think you'll be here?
117115,Ja samen eten is ook leuk idd!!,0,Yeah eating together is fun too!!
117116,"Ik ben er rond 10, nu nog in [REMOVED] [REMOVED]. Maar jij bent er vanmiddag dus wel?",1,"I'll be in about 10, now [REMOVED] [REMOVED]. But you'll be there this afternoon?"
117117,Vertel morgen maar,0,Why don't you tell me tomorrow?
117118, Jaa dat komt morgen😉 ,0,"Yeah, that's gonna come tomorrow."
117119,Carmel komt vanavond ook wil je mee?,1,"Carmel's coming tonight, too. Do you want to come?"
117120,"Bah, echt zwaar irritant!",0,"Yuck, it's really annoying!"
117121,Als je er bij nadenkt slaat het nergens op,0,"When you think about it, it doesn't make any sense."
117122,Zie jullie al samen in die keuken,0,See you guys together in that kitchen.
117123,Poepje! Ik ga nu slapen. Ik hou van je! Ik zie jou overmorgen! 😘,0,I'm going to sleep now. I love you! I'll see you the day after tomorrow!
117124,Samen fietsen? Tien voor tien coffeeshop?,1,"Bike together, ten to ten coffeeshops?"
117125,En dan stuur ik dat je terug vanavond oke?,0,"And then I'm gonna send that back to you tonight, okay?"
117126,Dan kunnen we het papieren komende week voor de vakantie inleveren,0,Then we can turn in the papers for the holiday next week.
117127,Wat een kut opdracht is literatuur,0,What a fucking job is literature.
117128,Straks wordt je ontslagen haha,0,You're gonna get fired.
117129, Was een mooie avond! ,0,Was a beautiful night!
117130,Wat heb jij dit weekend?,0,What's going on with you this weekend?
117131,Het zijn iig allemaal.vrouwen voor zover ik kan zien ;,0,They're all ig.women as far as I can see;
117132,Hoihoi hoe heet de collega van je vader die ook naar mannenweekend gaat?,0,"Hey, what's your dad's partner's name who also goes to man's weekend?"
117133,Is cool tot straks ;),0,Is cool until later;)
117134,Dacht dat die andere [REMOVED] zouden samenkomen,0,Thought those other [REMOVED] would come together.
117135, Vanavond mijn huis. Trek maar iets moois aan ,1,"Tonight, my house."
117136,Maar wist je ook dat V zeer veel last heeft van ochtendzieke,0,But did you also know that V suffers very much from morning sickness
117137,Een pakketje bij de slijter halen voor iemand die zaterdag jarig is,0,Get a package at the liquor store for someone who has a birthday on Saturday.
117138,Waar ben je???,1,Where are you??
117139,"Hoi! Ik heb nu college van een mevrouw die [REMOVED] heet, waarom moet ik nu aan een orkaan denken?",0,"Hi! I now have a lecture from a lady named [REMOVED], why should I think of a hurricane now?"
117140,O haha heb niks gemerkt! Ja is snel gegaan hè! Nee ik ga morgen ook niet! Nog even een extra dagje vrij hè!,0,Oh haha didn't notice anything! Yeah went fast eh! No I'm not going tomorrow! Another day off eh!
117141, Morgen heb ik trouwens dat gesprek ,1,"By the way, I'm having that conversation tomorrow."
117142,Kan je toevallig ook een uurtje later?,1,Can you by any chance an hour later?
117143,Ik heb ook gewonnen vandag trouwes!,0,I also won my fairies this day!
117144,Waar gingen jullie heen dan?,0,Where did you go?
117145,Waar was jij gisteren?,0,Where were you yesterday?
117146,Ik doe rond half zes boodschappen. Wie eet er mee vanavond?,1,I'm running errands around 5:30.
117147,"Ik vroeg me iets af: je zei gister dat we geen gezamenlijke conclusie hoeven te schrijven, maar hoeven we dan ook geen eigen conclusie te schrijven aan het eind van iedere analyse? Waarin dan staat dat HH de maatschappij weerspiegelde?",0,"I was wondering: you said yesterday that we don't have to write a joint conclusion, but we don't have to write our own conclusion at the end of each analysis? What then says that HH reflected society?"
117148, Hoelaat sta je op.? Ik morgen ook nog dingen doen ,0,What time are you getting up?
117155,Ik heb een voorkeur voor donderdagavond,1,I have a preference for Thursday night.
117158,Wat wil je afspreken? Wil je me morgen ochtend een berichtje sturen over hoe je je voelt en dan beslissen hoe of wat?,1,You want to send me a message tomorrow morning about how you feel and then decide how or what?
117160,Wilde je nog mee naar [REMOVED] vrijdag?,1,Were you still coming to [REMOVED] Friday?
117162,Zeg maar. Dan laat ik ze morgen thuis of geef ik ze aan jeroen bij cc,1,I'll leave them at home tomorrow or I'll give them to Jordan at cc's.
117164,Maar dat neem ik zondag dan wel mee,1,But I'll take that on Sunday.
117170,"Oké tot morgen dan, hoe laat zal ik er zijn?",1,"Okay, I'll see you tomorrow, then. What time do you want me to be there?"
117173,Daarna heb ik dan een date ;),1,Then I have a date;)
117181,Nu met mn ouders in het airport hotel na vandaag beetje door [REMOVED] tr hebben gewandeld,1,Now with my parents at the airport hotel after having walked through [REMOVED] tr
117185," Chapper is geweest, [numerical_value] tent is al opgezet, briefjes doe ik dadelijk door de deur, jij kunt komen wanneer je wilt, wilde jij hier mee eten? Kipfilet bonen en aardappelen ",1,"Chapper's been, [numerical_value] tent is already set up, notes I put through the door immediately, you can come whenever you want, did you want to eat with this? Chicken fillet beans and potatoes"
117193,Happy birthday [REMOVED]!! Hopelijk heb je een leuke en fijne dag al vandaag en tot vanavond! Xx,1,Happy birthday [REMOVED]!! Hope you have a nice and nice day today and until tonight! Xx
117194,Dinsdag rond [REMOVED]?,1,Tuesday around [REMOVED]?
117196,Hoe laat ben je thuis?,1,What time will you be home?
117202,[REMOVED] vraagt om het voorstel van bij haar eten een week uit te stellen,1,[REMOVED] asks to postpone the proposal of eating with her for a week
117204,Heb je morgenavond tijd?,1,Do you have time tomorrow night?
117208,Veilig terug in NL! Ik blijf zeer waarschijnlijk vannacht bij m'n ouders slapen en kom dan morgen richting [REMOVED],1,I'll probably stay with my parents tonight and then come tomorrow towards [REMOVED]
117212, Hoelaat zullen we doen? ,1,What time shall we do?
117213,Dan ben je er al vroeg toch?,1,"You'll be here early, won't you?"
117219, Moet straks.nog wel langs huis. Ben me sleutel en portemonnee Vergeten ,1,Got to stop by the house later. I forgot my key and wallet.
117220,Ik kan je wel meeten op het station als je wil?,1,I can measure you at the station if you want?
117226,"Is het goed als ik morgen iets eerder kom, dat we iets meer tijd hebben? Half [REMOVED] ofzo?",1,"Is it okay if I come a little early tomorrow, that we have a little more time? Half [REMOVED] or something?"
117230,Tot morgen,1,I'll see you tomorrow.
117231,Vanmiddag als ik thuis ben,1,This afternoon when I'm home
117236,Fietsen wij samen vnv?,1,Are we riding vnv together?
117238, Half [numerical_value] trein of [numerical_value] uur? ,1,Half [numerical_value] train or [numerical_value] hour?
117239,Ik heb gisteren gesquasht en vanmorgen gezwommen en morgenmiddag ga ik hardlopen,1,I squashed yesterday and swam this morning and I'm going for a run tomorrow afternoon.
117241,Waar wordt je afgezet,1,Where will you be dropped off?
117243,Wanneer ga je richting stad?,1,When are you heading towards town?
117258,Helleuu! De laatste vakantie-uurtjes zijn aangebroken :'( Hoe laat pakken jullie morgenvroeg de trein? Xxx,1,Helleuu! The last vacation hours have arrived:'( What time do you catch the train in the morning? Xxx
117259,Moet je morgen nou al afrijden?,1,Do you have to drive off tomorrow?
117264,Okeee ik ga morgen wel met zo'n bord lopen dat je aan kan trekken,1,"Okay, I'm gonna walk with one of those signs tomorrow that you can put on."
117268,Misschien kunne we toch [REMOVED] samen fietse!!!,1,Maybe we could [REMOVED] bike together!!!
117270,He sander ik ga denk morgen naar die masterclass. Kw voor [REMOVED] bij cc[REMOVED] toch? ,1,"Hey, Sander, I think I'm gonna go to that master class tomorrow."
117272,Ga je vanavond trainen? Ik ben niet thuis Moet werken. Xxx,1,I'm not home to work.
117277,Ik kan vrijdag zowieso niet mee naar paardrijden,1,I can't ride on Friday anyway.
117278, Kan hier heen komen maar kan je niet voorzien van bier. Ben out of ammo ,1,Can come here but can't provide you with beer. Ben out or ammo
117279,Doe ik straks ik moet nu werken,1,I'll do it later. I have to work now.
117280,"Ik was ernstig aan het kloten met het avondeten, de oven wilde niet warm worden, en toen ik mijn maaltje op had was het tijd om naar de kruidvat te fietsen om [REMOVED] op te halen voor  bandavonddingetje",1,"I was seriously messing with dinner, the oven didn't want to get warm, and when I had my meal it was time to cycle to the spice to pick up [REMOVED] for band night thingy"
117281,Kerstavond is altijd met ons drieen kadootjes.. en [REMOVED] januari vind mama geen fijne dag want dan moeten we de familie af..,1,Christmas Eve is always with the three of us... and [REMOVED] January doesn't like mom's day because then we have to finish the family..
117284,"Haaa zus,   jaa dat zal wel lukken haha :) en dankuwel, ben best bang stiekem, je krijgt de groetjes van oma die wel [REMOVED] zei dat je een schat van n keind was haha      wil je.trouwens even de naam van het hotel doorgeven? De ouders van shanice hebben m ook niet..    heeeel veel plezier, ik ben jalpers hoor ): en tot vrijdag xxxx ",1,"Haaa sister, yes you will succeed haha:) and thank you, be rather scared secretly, you get the greetings from grandma who did [REMOVED] said that you were a treasure of n kein was haha.Would you like to give the name of the hotel? The parents of shanice don't have m either.. hey lots of fun, I'm yalpers hear ): and until Friday xxxx"
